MR,MH,AR,EH,PR,ALP
1.040619261,-0.817695454,0.411438763,-0.333989343,-0.375435119,-1.117626451
1.164467274,0.035589683,-0.30302987,0.122557188,0.48047619,-0.45439629
1.459079607,0.448382441,0.681462161,-0.333989343,-0.570789896,-0.601120212
1.415520125,1.794848319,1.807780916,0.510218738,0.017156238,0.569190867
1.336635186,0.226343595,0.614651126,-0.142764831,0.057513428,-1.078931168
1.127084304,-0.199882399,0.937540646,-0.503090299,-0.210857502,-0.759372037
1.399716823,0.69520693,-0.57834887,-0.041319846,-0.161220044,-1.078931168
1.21313007,0.814024368,0.454618555,0.470723318,0.272739955,0.601465022
1.206017351,-0.161455767,0.209871566,-0.090001187,0.36650021,-0.694586889
1.471822459,1.284673357,1.201979751,0.157570278,0.272739955,-0.570901821
1.237119659,0.327617414,0.743433788,-0.142764831,0.33611037,-0.826268829
1.081867577,-0.001993973,0.318967701,0.428469573,0.453040326,-0.070492567
1.21757393,0.052390283,-0.182938195,0.449964567,-0.024755022,0.633146962
1.299039124,1.233286097,1.29626731,0.252078293,0.48047619,0.127412205
1.416483042,1.197553938,1.046919874,0.122557188,0.134018596,0.042039209
1.111902027,0.498950684,1.046919874,0.406185443,1.013735043,-0.759372037
0.992977241,0.124293753,0.679280298,0.428469573,0.766824487,-0.759372037
1.09104871,-1.137404524,-0.494927692,0.470723318,0.943110155,-1.117626451
1.3022462,-0.051105204,0.537779778,0.003854829,0.304874009,-1.117626451
1.278201378,0.651551516,0.533001939,0.529038086,0.656020785,-0.45439629
1.338112994,0.705896298,0.607812423,0.646478384,0.017156238,1.143435643
0.465419107,1.352951358,2.060164045,-0.263666195,0.170362893,-1.322287127
1.576039536,1.542440561,1.005599742,0.428469573,0.134018596,0.398210008
1.274612624,0.606403833,0.252620783,0.882292936,0.584053015,0.754317496
1.348841788,-0.513340779,0.313532598,0.19070789,1.17393975,-1.238086343
1.539959823,0.837264218,0.722344911,0.731528289,0.017156238,0.880989998
1.217409648,0.486478101,0.340541573,0.828764056,0.559025647,0.433761927
1.567494845,1.190539887,0.904117596,0.731528289,0.39609038,0.754317496
1.354822284,0.344309498,-0.211417244,0.839866251,0.36650021,0.811801935
1.34517922,0.180786408,0.177871108,-0.732524401,-0.375435119,-0.19015971
1.261092344,0.270583251,0.14828844,-0.413002038,-0.262922144,0.228839222
1.38013243,0.53571147,1.043523973,-1.87963184,-1.131185118,-0.759372037
1.586309282,1.197553938,1.282221625,-0.732524401,-1.013033438,0.754317496
1.182552814,0.08547529,0.121254602,-0.732524401,-0.725229283,-0.541131595
1.162057601,-0.303097819,-0.127148508,-1.375336814,-1.131185118,-0.240207327
1.439608458,-0.105381481,0.227092591,-1.087596257,-0.317677902,-1.117626451
1.603327186,0.804210921,0.681462161,-1.087596257,-0.570789896,-0.792548949
1.156011699,-0.036924144,-0.151367499,-1.087596257,-1.265758561,0.248464364
1.505621569,-0.105381481,0.136321808,-1.375336814,-1.131185118,-1.548082129
1.109202584,-0.40565917,0.044054369,-0.142764831,-0.725229283,0.042039209
1.362361029,0.38253515,0.261050383,-1.375336814,-2.170655091,1.04838575
1.148715352,-0.567203867,-0.137492462,-1.087596257,-0.262922144,-1.548082129
1.09104871,0.559685564,0.54729384,-0.886620636,-1.422440464,0.248464364
1.218394994,1.24129668,0.758024387,-1.087596257,-1.265758561,0.248464364
1.422789563,-0.46771673,0.657292535,-1.87963184,-1.610602394,-2.081050711
1.40041479,0.741591512,0.25543505,-1.087596257,-0.907584193,-0.966905135
1.063292514,-1.076212507,-2.013547351,0.406185443,-0.161220044,0.679600511
0.948570434,-0.588700302,-1.774468379,-0.732524401,-0.501501429,-0.631798784
1.436373621,0.964608132,0.380287473,-1.87963184,-0.907584193,-0.541131595
1.063292514,-0.445537175,-0.6916013,-0.041319846,-0.317677902,0.042039209
1.003441373,0.149653456,0.044054369,-0.333989343,-0.907584193,-0.047439895
1.10016009,0.211307153,0.356549163,-0.503090299,-0.907584193,-0.631798784
1.117282635,-1.075603086,-1.623095849,-0.503090299,0.057513428,-1.040926643
1.364526125,-0.687227404,-0.454362925,-1.087596257,-1.013033438,-1.117626451
1.268972542,-0.015877426,-0.527923592,0.045985379,-0.907584193,0.754317496
1.118892086,-0.362577637,-0.123712316,-0.732524401,-0.645089544,-0.19015971
1.402088086,-0.123868741,0.065989299,-1.375336814,-1.422440464,-1.645213798
1.119963845,-1.54866954,-1.088911561,-1.375336814,-1.847461061,-2.470397176
1.127084304,-1.533724538,-1.319690117,-0.607769054,-1.265758561,0.601465022
1.179161794,-1.137404524,-1.001088482,-1.375336814,-1.422440464,-0.759372037
1.254748669,-1.60939419,-1.473291599,-1.087596257,-1.610602394,-1.548082129
1.118177043,-0.738402037,-1.001088482,-0.607769054,-1.422440464,-0.759372037
1.237119659,-0.900191152,-1.042036036,-1.87963184,-1.422440464,-1.117626451
0.885360663,-0.647219007,-0.750376873,-1.087596257,-1.422440464,0.825870826
0.923455895,-0.957065019,-0.76415197,-0.732524401,-1.013033438,0.601465022
0.803973383,0.027123674,-0.950831527,-0.886620636,-0.812267101,-0.317799235
0.780752908,-2.333624445,-2.89159175,0.359007982,-0.317677902,1.35878572
1.127084304,-0.199882399,-0.470499274,-1.87963184,-1.265758561,-1.96419322
2.13900397,1.367239534,1.304617551,-1.375336814,-2.695546854,1.143435643
1.015375864,-1.403289324,-1.584888878,-0.503090299,-1.265758561,0.248464364
0.986017994,-1.518872233,-1.17987319,-0.142764831,-0.375435119,-0.631798784
0.745132794,-0.712650318,-1.152784475,-1.87963184,-2.170655091,-1.548082129
1.127084304,-0.637342976,-0.945861469,-1.87963184,-1.422440464,0.042039209
0.849205283,-0.637342976,-1.46722122,-1.375336814,-1.847461061,-2.470397176
0.819226933,-0.687227404,-0.76415197,-1.87963184,-1.013033438,-2.932961109
1.109202584,-1.266445749,-1.443072689,-0.607769054,-1.422440464,0.89448899
0.955742042,-1.679571406,-1.49770737,-1.087596257,-2.695546854,2.394016238
1.475472605,1.455247848,0.9116129,-0.732524401,-1.265758561,0.248464364
1.027002488,0.11788958,0.059747882,-1.087596257,-0.501501429,-0.759372037
1.031045835,-1.030379289,-0.470499274,-1.087596257,-1.847461061,0.825870826
1.25315722,0.270583251,-0.240296287,-1.087596257,-1.131185118,-0.759372037
1.149063824,0.069017928,-0.891844412,-1.375336814,-2.695546854,0.89448899
1.238733562,0.778328952,0.395933738,-1.375336814,-2.170655091,1.556639986
1.170640931,0.837264218,0.340541573,-1.087596257,-1.131185118,-0.45439629
1.250499864,0.285046905,-0.190020896,-0.732524401,-0.907584193,-1.409859274
1.058603757,-0.355141835,-0.660556781,-0.732524401,-0.725229283,-1.645213798
1.245166539,0.052390283,-0.352296947,-1.087596257,-0.725229283,-1.117626451
1.587089015,0.673561068,0.258244913,-1.375336814,-1.422440464,0.042039209
1.679748121,0.573870836,0.591740939,-0.607769054,-1.013033438,-0.19015971
1.178312497,-0.449773445,-0.254888346,-1.87963184,-1.265758561,-0.759372037
1.063292514,-0.033397719,-0.591133475,-0.200339483,-0.317677902,-0.19015971
0.970972251,-1.015513429,-1.395405275,-0.503090299,-0.725229283,-0.511797963
1.117282635,-0.279370279,-0.172360047,-1.87963184,-0.725229283,-0.601120212
1.333821926,-0.449773445,-0.200691158,-1.375336814,-1.013033438,-1.548082129
1.072615811,-0.637342976,-1.011262811,-0.607769054,-0.113783382,-0.759372037
0.832428174,-1.087824104,-1.026602273,-1.087596257,-0.907584193,-1.548082129
1.284725539,-0.738402037,-0.591133475,-1.087596257,-0.501501429,-1.365637036
0.527488408,-1.361444261,-2.132916695,-0.333989343,-0.024755022,-0.141386026
1.152832345,-1.137404524,-0.540424092,-0.886620636,-1.013033438,-0.344367539
1.204356947,-1.240035293,-0.379304954,-0.732524401,-0.262922144,-0.966905135
1.023332658,-0.612869352,-0.629924557,-0.142764831,-0.436562238,-1.117626451
1.109202584,-0.180562373,-0.010283508,-0.886620636,-1.265758561,-0.759372037
0.976007813,-0.866796212,-0.41848548,-1.087596257,0.057513428,-1.548082129
1.104689894,-0.957093844,-0.714032835,-0.200339483,0.096432998,-0.759372037
0.897188283,-0.46771673,-0.727595942,-0.142764831,0.134018596,-0.19015971
0.952468702,-0.856057807,-0.280673104,-0.503090299,0.170362893,-1.279779698
0.523245622,-2.879683329,-1.218278254,0.470723318,-0.113783382,0.973244374
0.965916194,-1.403289324,-1.22935564,-0.041319846,0.272739955,-0.19015971
1.728420706,1.61291787,1.342838328,0.871969722,0.656020785,1.33853719
1.463036996,-0.151981387,-0.17940604,0.967833517,-0.068351822,1.254798878
1.053896774,-0.541722028,-1.20174962,-1.87963184,-0.812267101,-0.826268829
1.09104871,-0.806942141,-1.371881149,-1.87963184,-1.847461061,-0.895401527
1.34957285,0.211307153,0.335172938,0.470723318,0.848454509,0.127412205
1.739917961,1.487006841,1.538799496,0.582205335,0.33611037,0.960377559
1.714730094,1.047787058,0.525809007,0.564999934,0.304874009,1.276158137
1.125308188,0.53571147,-1.169003668,-0.263666195,0.205549088,-0.240207327
1.439069994,0.052390283,0.174934093,-0.413002038,-0.501501429,-0.45439629
1.143825901,-0.362577637,-0.154851196,-0.333989343,-1.422440464,0.633146962
1.291520211,-0.015877426,-0.402727937,-0.886620636,-0.570789896,-1.078931168
1.31513443,-0.557726545,-0.158340897,-1.087596257,0.017156238,-0.240207327
1.24211538,-0.123868741,-0.612602511,0.157570278,-0.024755022,0.228839222
1.118177043,-0.637342976,-0.886992447,0.003854829,-0.210857502,-0.19015971
0.763063306,-0.320492801,0.395933738,-1.87963184,-0.570789896,-1.799182955
0.989999505,-1.54866954,-2.797367293,-0.503090299,-0.645089544,-0.19015971
1.07539881,-1.868470291,-2.435915594,0.252078293,-0.436562238,0.754317496
1.351471354,-0.058241289,-0.093049117,-0.503090299,-0.436562238,-0.726722884
1.036798909,0.615556433,0.348563734,0.157570278,0.304874009,-0.240207327
1.042524952,-1.063450527,-0.664966284,-1.375336814,-0.262922144,-0.860547518
1.003834511,-1.075603086,-0.911349407,-1.087596257,-0.436562238,-0.759372037
1.042524952,-2.333624445,-1.822147273,-0.732524401,-0.907584193,-1.548082129
1.034884231,-0.69735752,-0.638635012,-0.886620636,-0.113783382,-1.117626451
0.97480114,-1.445971265,-1.86363675,-0.886620636,-0.907584193,-1.117626451
0.772920263,-1.54866954,-0.94090141,-1.87963184,-0.645089544,-1.746698604
0.900394966,-1.75180402,-1.835912676,-1.87963184,-0.210857502,-1.645213798
1.053896774,-0.957065019,-0.782644463,-1.087596257,-1.265758561,-0.45439629
1.433670473,-0.051105204,0.056619486,0.564999934,0.608545949,0.042039209
1.508274233,0.070562215,0.229946938,0.861461973,0.924776615,0.248464364
1.296282905,0.486478101,0.235642159,1.180206419,1.274630587,0.569190867
1.378425131,-0.200076689,0.171992384,1.026657825,0.924776615,0.754317496
1.406676421,-0.271258338,0.40370379,0.967833517,0.6325279,0.89448899
1.607690335,0.9295895,0.619194036,1.22157175,0.906154277,0.947409039
1.541305217,0.270583251,-0.079570982,1.026657825,1.188846553,0.287087458
1.393133989,0.980030954,0.46462025,1.09447016,0.808351163,0.89448899
1.715861226,0.856300917,0.905995101,1.080071777,0.808351163,0.89448899
1.538857749,-0.180562373,0.171992384,0.949875839,1.030755016,0.694808823
1.563435037,0.211307153,-0.60399056,1.485825494,1.682287307,0.754317496
1.514814023,0.53571147,0.335172938,1.281078229,1.260747316,0.754317496
1.605855505,1.298835212,0.452108819,1.388432076,1.096509372,1.143435643
1.608033997,0.716498093,0.554393201,1.441170797,1.600187325,0.89448899
1.559599373,-0.351964358,0.177871108,1.375529127,1.600187325,1.023722093
1.641490622,0.856300917,1.239094887,1.425462195,1.328635391,1.254798878
1.66102047,1.465956608,0.359202853,1.371161929,0.868003744,1.35878572
1.723028755,0.981732029,1.183770037,1.311097193,0.848454509,1.254798878
1.629676935,1.469569429,0.735033101,1.330264557,1.805260626,0.973244374
1.796469027,1.474269221,1.255083197,1.801975671,1.512322255,1.547782104
1.776509278,1.095856484,0.694489494,1.685236628,1.832024205,1.254798878
1.977504079,1.162009873,0.87181966,1.934229165,1.849559616,1.65075405
1.940943479,1.015237009,1.051997815,1.65438499,1.711744698,1.547782104
1.650242131,0.422404823,1.428317206,1.296285492,0.33611037,1.474977267
1.791573686,-0.560091487,1.838394021,0.850763123,-0.068351822,1.715621347
1.839057857,2.101295928,2.006880422,1.441170797,1.188846553,1.446746683
1.871886652,1.68624387,1.575466345,1.746697523,1.203571862,1.715621347
2.219277204,-0.042227874,1.312910612,1.002171225,0.507265232,1.529907931
1.879352738,2.202173713,2.050439446,1.789704648,0.943110155,1.792848244
2.124898885,2.419599154,2.208411219,1.392668465,0.39609038,2.114362146
2.018325844,2.606040509,2.602017647,1.65438499,0.533438712,2.03433576
2.104820481,1.786900156,2.161455458,1.659647849,0.996468397,1.866147372
2.568570736,2.613384926,2.346205196,1.670025822,0.67904512,2.531754692
2.085754131,2.162245065,2.535016559,1.624510641,0.39609038,2.239909879
2.83017096,2.591874617,2.542400939,1.904893765,0.205549088,2.966925348
2.123919457,1.753499062,2.123258044,2.147567695,1.203571862,2.126269235
2.146475867,1.815411065,2.200973649,2.094928898,0.36650021,2.040659543
2.061756477,2.430603022,2.794818946,1.46020971,0.745493349,1.866147372
2.351196977,2.352361227,2.239424088,1.90321658,1.013735043,2.478425073
1.916625011,1.635162699,1.622458826,1.742205685,1.417768579,1.792848244
2.384477372,2.43194448,2.45428348,1.281078229,-0.024755022,2.369556801
2.123527362,2.091543195,2.093590998,1.503432281,0.272739955,1.908384142
2.381380399,1.969193609,2.031295329,1.697600122,0.828574318,1.935857359
1.968934794,1.405475083,2.198298393,1.392668465,0.6325279,1.754748697
1.602175866,1.015237009,0.776579593,0.003854829,-0.024755022,-0.024666183
2.282606239,1.925576379,2.055640743,-0.200339483,0.057513428,0.248464364
1.202361317,0.211307153,-0.123712316,-0.090001187,0.239652166,-0.570901821
1.394397613,0.598574768,-0.172360047,0.359007982,0.304874009,0.248464364
1.190987468,0.211307153,-0.745802996,0.33397578,0.33611037,0.248464364
1.533083413,-0.087093951,0.072210296,-0.607769054,-0.317677902,-0.570901821
1.196019077,0.716498093,0.454618555,-0.090001187,-0.375435119,0.042039209
1.379563626,0.727013392,0.508902317,-1.087596257,-0.436562238,-0.45439629
1.169785422,-0.123868741,-0.92116058,0.383053418,-0.210857502,0.89448899
1.350741546,0.629168978,0.069102344,-0.200339483,-0.436562238,-0.601120212
1.081867577,-0.239177257,-1.196263253,-0.142764831,-0.210857502,0.188941508
1.665140679,0.327617414,0.537779778,-0.886620636,-0.436562238,-0.45439629
1.072615811,-0.279370279,-1.808445719,-0.142764831,-0.436562238,-0.19015971
1.73777678,0.893503706,0.78271426,-0.732524401,-0.645089544,-0.45439629
1.372428573,0.544198197,0.154242959,-0.263666195,-1.131185118,0.536304726
1.10016009,-0.087093951,-0.970812327,-1.087596257,-0.570789896,-0.19015971
1.219215473,0.160620782,0.044054369,-1.375336814,-0.812267101,-1.197180008
1.380985083,-0.362577637,-0.569865777,-1.375336814,-1.013033438,-0.317799235
0.935141665,-0.733225081,-0.430379156,-1.87963184,-0.725229283,-1.279779698
1.652728559,0.39594771,-1.701081425,1.215842009,1.672313255,1.0846906
1.733379228,1.656831933,2.12028325,1.353348416,1.589536447,1.143435643
1.841132788,0.867582128,0.530607792,1.707295372,1.682287307,1.634080354
1.590823465,0.409237034,0.489366521,0.993774593,1.17393975,0.433761927
1.576039536,-0.239177257,0.277791498,0.67619761,1.1280817,0.042039209
1.592104034,-0.029878781,-0.140952288,1.010448479,1.274630587,0.601465022
1.496985791,0.299372504,-0.379304954,0.97660938,1.080406267,0.601465022
1.172008447,-0.817695454,0.093824369,0.731528289,0.828574318,0.433761927
1.659062822,0.39594771,0.218502486,0.985255166,1.274630587,0.36193156
1.415520125,-0.042231416,-0.540424092,1.101537114,1.367629902,0.248464364
1.622137602,0.640407464,-0.352296947,1.26014965,1.301931514,0.89448899
1.704802426,0.794319555,-0.000582751,1.174045999,0.6325279,1.143435643
1.337522107,0.478940905,-0.023293588,0.871969722,1.143562389,0.26787913
1.596862944,0.716498093,0.056619486,1.210054389,1.030755016,1.120195265
1.453248778,0.11788958,0.484446497,1.249390427,1.367629902,0.433761927
1.612605055,0.211307153,0.395933738,0.871969722,0.656020785,0.754317496
1.507895691,0.285046905,0.280566491,1.135630123,1.232496168,0.552825567
1.73489209,1.197553938,0.858308358,0.598931387,0.533438712,1.200096132
1.491616352,0.727013392,-0.099822591,0.940685716,1.405424067,0.042039209
1.593034348,0.101764986,-0.310535218,0.985255166,1.080406267,0.416075177
1.289208438,-0.485833784,0.012276517,0.598931387,0.533438712,0.248464364
1.814719918,0.911683042,0.561461762,0.547287544,0.533438712,0.46861255
1.480147284,-0.550649202,-0.116857535,0.470723318,0.924776615,-0.45439629
1.350449487,0.486478101,0.244151466,0.69051983,0.72376389,0.248464364
1.465535768,0.415836016,0.093824369,0.598931387,0.906154277,-0.19015971
1.231128403,-0.343096938,-0.325626376,0.69051983,0.33611037,-0.19015971
1.169956573,-0.105381481,-0.629924557,0.757374664,0.33611037,0.324900031
1.223145667,-0.138804578,-0.862876935,0.598931387,0.887233402,-0.19015971
1.237119659,0.174609382,0.065989299,0.383053418,0.36650021,-0.291588647
1.150514683,-0.772381474,0.112155647,0.428469573,0.453040326,0.042039209
1.187620932,-0.239177257,-0.344642618,0.805912421,0.996468397,0.042039209
1.195851707,-0.123497018,-0.127148508,0.510218738,0.39609038,0.228839222
1.042905732,-0.320492801,-0.000582751,0.359007982,0.559025647,-0.19015971
1.423746035,0.018613398,0.655076707,-0.413002038,-0.210857502,-0.759372037
1.201695343,-0.161455767,0.447078117,0.718170553,1.380357464,0.042039209
1.135337844,-1.868470291,-1.835912676,0.359007982,0.48047619,-0.398612344
0.948775909,-1.333848418,-1.714287236,0.428469573,1.546001285,0.020067741
1.195684313,-0.678591999,-0.082931949,0.882292936,1.143562389,-0.19015971
1.179501339,-0.320492801,-0.161836617,0.757374664,0.868003744,0.042039209
1.245166539,-0.485833784,-1.389505077,0.449964567,0.559025647,-0.19015971
1.095977463,-0.142559042,-0.714032835,0.882292936,0.868003744,0.287087458
1.208503501,0.473893553,-0.599696775,0.383053418,0.096432998,0.433761927
1.161195804,-0.239177257,0.133318086,0.769887313,0.67904512,0.248464364
1.18660907,0.255979526,0.318967701,0.406185443,0.057513428,0.569190867
1.250765878,-0.738402037,-1.461164182,0.892437853,1.096509372,-0.19015971
1.229503767,0.11788958,-0.076215703,0.33397578,-0.024755022,-0.09383027
1.12121301,0.211301109,-0.120281996,0.383053418,0.559025647,-0.45439629
1.053896774,0.564430413,0.444557134,0.280610441,0.33611037,-0.759372037
1.10016009,0.511312797,-0.036390994,-0.090001187,0.205549088,-0.601120212
1.09104871,-0.738402037,-1.062762527,0.582205335,0.170362893,0.042039209
0.962872664,-0.991940934,-0.454362925,-0.041319846,0.096432998,0.30609318
1.082788854,0.355333362,-0.000582751,0.529038086,0.559025647,-0.265727382
0.802130875,-0.682206917,0.180803441,0.510218738,0.453040326,-0.265727382
1.121747965,-0.320492801,-0.168846177,0.631045302,0.304874009,0.569190867
0.965105313,0.052390283,0.218502486,-0.263666195,0.272739955,-1.197180008
1.062918081,-0.320492801,-0.829514321,-0.503090299,-0.317677902,-0.19015971
1.127084304,0.008342143,0.118226526,0.122557188,-0.113783382,-0.45439629
0.792414747,-0.097127571,0.364498104,-0.413002038,0.017156238,-0.45439629
0.614606436,-1.403289324,-0.834252199,-0.607769054,-0.210857502,-0.759372037
0.979620803,-0.60801136,-0.348466348,0.122557188,0.48047619,-0.759372037
1.127084304,-0.662127001,-0.673810625,0.157570278,0.017156238,-0.240207327
0.949460584,-0.279370279,-0.076215703,-0.041319846,-0.436562238,-0.601120212
1.088362846,-0.588700302,0.212753092,-1.087596257,-0.317677902,-1.197180008
0.878500608,-1.20099239,-1.473291599,-0.413002038,-0.436562238,-0.570901821
1.160333373,0.08547529,-0.565636158,0.157570278,0.170362893,-0.19015971
0.98668247,-1.784591075,-1.534738535,-0.333989343,0.239652166,-1.548082129
1.141724204,-0.061820806,-0.379304954,0.19070789,-0.113783382,-0.45439629
1.646353849,1.566606611,1.162192433,1.002171225,0.848454509,0.89448899
1.828582948,2.42950246,2.160326439,0.69051983,0.36650021,1.715621347
1.445781466,1.102572298,0.189572449,0.704505774,0.424923892,0.89448899
1.627207547,1.154756494,0.327089013,0.949875839,0.559025647,1.547782104
1.157396364,-0.161455767,-1.342761112,0.882292936,0.67904512,0.601465022
1.44310191,0.716498093,0.26385147,0.718170553,0.39609038,1.143435643
1.796185472,0.180786408,0.501603315,0.045985379,0.656020785,-0.930848077
1.157742276,-0.494958271,-0.608292465,-0.090001187,0.134018596,-0.511797963
1.409032569,0.788346944,-0.634275646,0.993774593,0.828574318,1.120195265
1.863216282,1.656831933,1.715214533,0.157570278,0.205549088,0.783305121
1.513810552,0.716498093,-0.14441806,0.449964567,0.745493349,0.248464364
1.084629293,-1.124592164,-1.115332027,0.045985379,-0.161220044,-0.070492567
0.993968226,-0.844828704,-0.507243822,-1.375336814,-0.570789896,-1.117626451
1.127084304,-0.900191152,-1.17987319,-0.732524401,-0.262922144,-1.279779698
1.52069007,1.063716722,0.554393201,0.045985379,0.584053015,-0.215020633
1.235341739,-0.170982616,-0.950831527,0.490793606,0.017156238,0.724823981
1.281985833,-0.541253331,-0.35997882,-0.732524401,-0.113783382,-1.548082129
1.020427629,-1.4388034,-0.696070355,-0.732524401,-0.210857502,-0.966905135
1.127084304,-0.712650318,-0.39489198,-1.87963184,-0.570789896,-0.930848077
1.429602986,0.409237034,0.139320694,-0.263666195,-0.210857502,-0.19015971
1.668669012,0.540539896,0.157213057,-0.263666195,-0.024755022,-0.759372037
0.976007813,-1.474862904,-1.325439268,-0.333989343,-0.024755022,-0.215020633
1.127084304,-0.844828704,-0.548796704,-0.413002038,-0.113783382,-1.117626451
1.072615811,-0.790917888,-0.367688381,-1.375336814,-0.570789896,-1.197180008
1.489049846,-0.303930186,-0.599696775,-0.886620636,-0.725229283,-0.240207327
1.313776788,-0.033397719,0.449595342,-0.200339483,0.272739955,-2.081050711
1.276954405,-0.541253331,-0.036390994,-0.886620636,-1.847461061,-0.002165542
1.241150164,-0.339309872,0.10301234,-0.886620636,-0.262922144,-0.759372037
1.158260953,-1.955192029,-1.073189827,-0.732524401,-0.161220044,-1.645213798
1.436373621,-0.971526965,-1.257255228,-1.087596257,-0.501501429,-1.96419322
1.275862176,-0.363855405,-0.569865777,0.490793606,0.533438712,-0.19015971
1.058791656,0.486478101,1.204989502,-0.886620636,-0.068351822,-1.548082129
1.173488122,-1.075603086,-0.086298618,-0.607769054,0.134018596,-1.69539077
1.134515074,-0.527245798,-0.430379156,-0.041319846,0.39609038,-0.826268829
1.462905319,-0.320492801,0.308080693,-1.87963184,-0.161220044,-1.040926643
1.439743032,-0.687227404,-0.877317462,-0.413002038,-0.501501429,0.188941508
1.304531379,-0.254944472,-0.759551334,0.921860671,1.274630587,1.297229814
1.30255116,0.221848129,-0.723066168,1.401047162,1.997438732,0.724823981
1.472127117,-0.687227404,-0.013527887,-1.087596257,-0.570789896,-1.365637036
1.329514242,-1.137404524,-0.318067341,-1.375336814,-1.422440464,-0.45439629
1.434211646,-0.239177257,0.009069705,-0.090001187,0.48047619,-1.501047914
1.154451999,-0.617739527,-0.056202697,-0.886620636,-0.317677902,-2.081050711
1.20966188,-0.738402037,-0.182938195,-1.375336814,-0.161220044,-1.596124531
1.249861178,-0.588700302,-0.39098464,-1.87963184,-0.317677902,-1.454985224
1.260934182,-0.588700302,-0.820066534,0.157570278,0.848454509,-1.238086343
1.266614213,-0.396961422,-0.079570982,-0.503090299,-0.210857502,-1.197180008
1.219543501,-1.015513429,0.687989472,-0.200339483,0.057513428,-1.645213798
1.394958753,-1.075603086,-0.478612069,-1.87963184,-2.170655091,-0.19015971
1.463036996,-0.900191152,-0.207835654,-0.886620636,-0.570789896,-1.548082129
1.407092583,-0.717774154,-0.193571473,-1.087596257,-1.131185118,-0.694586889
1.345032465,-1.075603086,-0.193571473,0.003854829,-0.645089544,0.248464364
1.330109397,-1.075603086,-0.527923592,-0.333989343,0.170362893,-1.117626451
1.429467138,-1.075603086,-0.466454061,-0.886620636,-0.262922144,-0.45439629
1.268972542,-1.015513429,-0.750376873,-0.413002038,-0.812267101,0.287087458
1.51506474,-1.20099239,-0.787290201,0.222157049,0.36650021,-0.240207327
1.264408681,-1.021447406,-0.168846177,0.122557188,0.134018596,-0.240207327
1.047465818,-0.588700302,-0.858082503,-0.413002038,-0.024755022,-0.826268829
1.169614245,-0.015877426,-0.130590586,-0.263666195,0.453040326,-0.631798784
1.419640899,-0.148481535,-0.750376873,1.296285492,1.546001285,1.143435643
1.119963845,-1.613240503,-1.12064905,-0.333989343,-0.161220044,-0.826268829
1.334859219,-0.957065019,-0.269583479,0.646478384,0.453040326,0.398210008
1.279913726,0.038963769,-0.705034296,1.26014965,1.328635391,1.04838575
1.306811916,1.047787058,0.94850908,-0.503090299,-0.317677902,-0.19015971
0.87123941,-0.957065019,-0.499025472,-1.087596257,-0.725229283,-0.45439629
1.284570638,-1.075603086,-0.834252199,-0.886620636,-1.131185118,-0.759372037
1.349280483,0.38253515,0.280566491,-0.732524401,-0.262922144,-0.694586889
1.514437834,-0.022863271,-0.458385907,-1.087596257,-0.812267101,-0.662950018
1.305292073,-0.213535334,-0.310535218,-0.333989343,-0.645089544,-0.215020633
1.204356947,-0.176724093,-1.240479996,-0.090001187,-0.436562238,-0.291588647
1.161712958,0.211307153,-0.099822591,0.252078293,0.057513428,0.248464364
0.847426101,-0.263183317,0.142314753,-0.886620636,-1.131185118,-1.548082129
1.458462692,0.387915072,0.610095244,-1.087596257,-1.013033438,-1.548082129
1.292084591,-0.517964465,-0.548796704,-0.732524401,-0.812267101,-2.081050711
1.094701583,0.106134792,-0.700548013,0.428469573,0.272739955,0.248464364
1.138388852,0.101764986,0.037740718,-0.607769054,-1.422440464,-0.09383027
1.196019077,-0.239177257,-0.288098948,-0.732524401,0.057513428,-1.117626451
1.758584531,1.140101201,0.809011331,-0.090001187,-0.725229283,0.825870826
0.912506846,-0.986088324,-0.750376873,-0.333989343,0.205549088,-1.078931168
1.186777775,-0.279370279,0.044054369,-1.87963184,-0.907584193,-1.907877464
1.080392064,-0.362577637,0.075313168,-1.375336814,-0.570789896,-1.117626451
1.236958143,-0.362577637,-0.007044534,-1.087596257,-1.131185118,-1.69539077
1.161885293,-0.123868741,0.15126809,-0.886620636,-0.262922144,0.724823981
0.892900059,-0.652175764,-0.310535218,-0.732524401,-0.645089544,-1.117626451
0.955742042,1.303763963,1.062096792,0.045985379,-0.024755022,-0.19015971
0.698842665,-0.472229604,-2.1177419,-0.263666195,-0.375435119,0.502785871
1.202361317,-1.403289324,-1.031736342,-0.607769054,0.017156238,-1.548082129
1.209331033,-0.275309677,-0.062851187,-0.732524401,-0.645089544,-1.365637036
0.935141665,-0.657145079,-0.634275646,-0.886620636,-0.570789896,-0.759372037
1.135925188,-1.075603086,-0.113438916,-1.087596257,-2.170655091,1.33853719
2.063443128,2.162245065,2.003430922,0.718170553,-0.024755022,2.021600846
1.627207547,1.722556685,1.204989502,0.949875839,0.868003744,1.35878572
1.68304781,1.400920993,1.041822828,0.921860671,0.608545949,1.143435643
1.642708644,0.762132552,0.118226526,0.882292936,0.67904512,0.880989998
1.49609278,1.487006841,1.354868347,0.547287544,-0.068351822,1.023722093
1.742521132,1.197553938,0.607812423,0.564999934,-0.501501429,1.35878572
1.429602986,1.200346531,0.772475878,0.598931387,0.239652166,1.348694569
